id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
36320337,TORONTO : Steps to THE BEACH + Free PARKING + WIFI,271354087,Dan,,The Beaches,43.66953,-79.28935,Entire home/apt,168,28,4,2019-09-01,0.11,2,0,0,
36079104,Luxurious condo in the heart of Toronto,38700416,Brianna,,Bay Street Corridor,43.64966,-79.3868,Entire home/apt,450,2,45,2021-10-28,1.16,1,27,3,STR-2009-FLWKPC
36320524,toronto世嘉宝中心 别墅二楼套间,208018084,NaNa,,Agincourt South-Malvern West,43.78419,-79.25763,Private room,75,28,55,2022-08-08,1.47,8,51,18,STR-2012-GJZBHF
36080808,"""Steps to THE BEACH"" Home + Wifi + Parking",271354087,Dan,,The Beaches,43.67062,-79.28853,Entire home/apt,188,28,7,2019-09-11,0.18,2,0,0,
36344233,Ying's Place,264990384,Ying,,Agincourt South-Malvern West,43.78985,-79.24949,Private room,55,28,0,,,5,0,0,
36344754,Ying's place,264990384,Ying,,Agincourt South-Malvern West,43.7916,-79.24861,Private room,55,28,1,2019-08-12,0.03,5,0,0,
36345057,Ying's Place,264990384,Ying,,Agincourt South-Malvern West,43.79048,-79.24949,Private room,55,28,1,2019-08-23,0.03,5,0,0,
36345682,Lakeside entire Condo in downtown Toronto.,79684125,Alastair,,Niagara,43.63535,-79.40104,Entire home/apt,110,28,3,2020-01-02,0.08,1,0,0,
36105044,Greenwood Terrace Guest Suite 2,6969076,Darren,,South Riverdale,43.66648,-79.3311,Entire home/apt,140,28,124,2022-09-01,3.39,3,142,59,STR-2009-GYWHBH
36347529,King Bed -Free Parking/jacuzzi/CN Tower View,35303923,Brianne,,Waterfront Communities-The Island,43.644127,-79.389404,Entire home/apt,307,3,207,2022-08-26,5.40,1,50,104,STR-2206-FVFKVD
36105313,East End 1 bedroom in main level House,56297018,Bryan,,Greenwood-Coxwell,43.68145,-79.32381,Private room,92,28,1,2019-08-05,0.03,1,73,0,
36349098,Charming 2 Bed + Den Family Home - Walk to Subway,170581,Carla,,Greenwood-Coxwell,43.68022,-79.32436,Entire home/apt,165,28,0,,,1,277,0,
36105449,"Little Italy bright boutique condo (600 sf, 1 Bdr)",14053370,Bobby,,Trinity-Bellwoods,43.65059,-79.41047,Entire home/apt,83,28,1,2019-08-19,0.03,1,130,0,
